displayName,joined,points,tier,totalBronzeMedals,totalGoldMedals,totalMedals,totalSilverMedals
piotr,2011-04-07T16:38:56.713Z,1578.0,expert,1,0,4,3
Janek,2014-11-20T14:13:52.027Z,1576.0,expert,0,0,4,4
Siarhei Bykau,2013-02-28T20:01:19.04Z,1574.0,expert,2,0,2,0
Chengcen,2015-05-29T15:59:22.017Z,1574.0,expert,1,0,2,1
makallouch,2017-03-10T14:48:41.287Z,1574.0,expert,2,0,2,0
Arkid Mitra,2014-12-18T05:51:16.307Z,1573.0,expert,2,0,3,1
Winsty,2012-04-20T09:49:20.647Z,1572.0,master,0,2,4,2
Johan Manders,2015-08-24T11:09:49.663Z,1572.0,expert,1,0,2,1
dgea,2014-05-05T10:19:42.737Z,1571.0,expert,0,0,2,2
Walt Chan,2012-02-29T13:14:05.82Z,1569.0,master,0,1,5,4
Kirubakumaresh,2013-08-31T08:18:20.107Z,1569.0,expert,2,0,4,2
rka1,2012-10-10T22:00:24.647Z,1566.0,expert,4,0,5,1
TVS,2013-06-24T19:41:46.11Z,1564.0,master,2,1,5,2
Lenik Terenin,2016-05-06T06:59:23.39Z,1564.0,expert,1,0,2,1
developerX,2013-01-12T07:20:22.72Z,1557.0,expert,2,0,4,2
Paul Lorenz,2016-02-14T22:26:29.357Z,1554.0,expert,2,0,2,0
David Knox,2012-12-19T00:33:52.943Z,1553.0,expert,6,1,8,1
Vladislav Amelin,2016-08-16T12:37:49.627Z,1553.0,expert,1,0,2,1
Julien Meynet,2010-02-03T14:41:26Z,1552.0,master,0,1,8,7
Wesley Goi,2013-11-28T05:27:35.483Z,1550.0,expert,2,0,2,0
GuoLi,2015-10-27T18:29:41.46Z,1550.0,expert,2,0,2,0
Leonid,2016-04-27T10:55:37.333Z,1549.0,expert,1,0,2,1
misos,2015-04-14T13:03:57.29Z,1548.0,expert,0,1,2,1
Guillaume Ferry,2015-01-24T14:31:38.757Z,1546.0,expert,2,0,2,0
Zimovnov Andrey,2011-04-19T21:09:21.697Z,1543.0,expert,0,0,2,2
Dong-Hyun Lee,2013-04-21T19:54:33.877Z,1539.0,master,1,2,4,1
Asparuh Hristov,2017-11-22T12:26:08.69Z,1538.0,expert,1,0,2,1
Massimo Nicosia,2013-03-13T17:04:24.567Z,1535.0,expert,5,0,6,1
Miner's Brain,2011-07-20T10:07:56.447Z,1533.0,expert,2,0,4,2
Burhan ,2017-03-11T10:37:05.23Z,1532.0,expert,1,0,2,1
infinex,2014-09-20T12:10:47.917Z,1529.0,expert,1,0,2,1
Adam Gągol,2015-05-19T12:38:45.317Z,1528.0,expert,1,0,2,1
AndreasToescher,2012-05-24T08:16:48.06Z,1526.0,master,2,2,5,1
Seby,2012-08-17T12:26:09.523Z,1526.0,expert,2,0,2,0
DapengWang,2015-07-16T13:29:20.78Z,1525.0,expert,2,0,2,0
Dan Cripe,2013-05-24T02:44:17.28Z,1524.0,expert,1,0,2,1
Adil Zouitine,2017-09-24T14:05:20.667Z,1524.0,expert,1,0,2,1
Mehdi,2017-11-29T20:11:42.403Z,1522.0,expert,1,0,2,1
Ian Lin,2014-02-18T02:46:08.35Z,1521.0,expert,3,0,4,1
Karl_Bombe,2018-01-06T14:40:50.407Z,1521.0,expert,2,0,2,0
Ho-Kin,2018-01-27T03:25:59.16Z,1521.0,expert,2,0,2,0
Chitrasen,2012-06-07T01:24:15.177Z,1518.0,expert,3,0,4,1
Karen Hambardzumyan,2014-12-16T17:38:27.987Z,1516.0,expert,1,0,2,1
Edouard Thomas,2016-09-13T22:30:35.493Z,1515.0,expert,1,0,2,1
Louis Impagliazzo,2013-04-23T08:57:01.617Z,1514.0,expert,2,0,2,0
Alexander Movchan,2014-06-12T15:19:33.893Z,1514.0,expert,2,0,2,0
Sandeep,2013-04-01T13:11:12.633Z,1513.0,expert,1,0,4,3
Yusuf Engin Tetik,2014-12-08T09:58:21.92Z,1512.0,expert,0,0,2,2
Iván Gómez Villafañe,2014-04-09T16:51:19.133Z,1511.0,expert,1,0,2,1
Lewis Crawford,2017-11-30T08:37:19.243Z,1511.0,expert,1,0,2,1
Sylvanas2013,2013-02-01T01:25:34.843Z,1509.0,expert,0,1,2,1
Vadim Avdeev,2015-06-24T00:58:41.877Z,1507.0,expert,0,0,2,2
Jing Fu,2014-12-17T10:28:14.973Z,1506.0,expert,0,0,2,2
CodingNeo,2012-10-20T05:23:20.81Z,1505.0,master,1,1,4,2
Valerio Capozio,2014-04-23T10:45:57.43Z,1503.0,expert,3,0,3,0
Yevgeniy,2013-06-13T20:33:34.877Z,1501.0,master,1,2,4,1
Paso,2013-08-27T14:50:39.21Z,1501.0,master,0,1,2,1
mathintelligence,2011-09-29T15:22:07.7Z,1500.0,expert,5,0,8,3
tuzzeg,2012-06-07T22:01:39.673Z,1500.0,master,0,1,5,4
Nand Kishore,2012-10-19T19:05:35.277Z,1500.0,expert,2,0,2,0
sbachish,2013-03-10T22:50:47.643Z,1500.0,expert,5,0,10,5
Knari Anas,2017-03-13T22:53:30.167Z,1498.0,expert,2,0,2,0
Valeriu Radu,2013-05-21T12:23:51.873Z,1494.0,expert,2,0,2,0
sharat,2014-11-18T13:53:27.127Z,1494.0,expert,2,0,2,0
Andrey,2013-06-09T03:13:32.573Z,1488.0,master,0,1,2,1
x-peng,2016-10-19T10:16:31.563Z,1487.0,expert,1,0,2,1
Shail Deliwala,2014-12-25T16:00:02.7Z,1486.0,expert,0,0,2,2
Sheng,2015-01-20T15:47:30.753Z,1485.0,expert,1,0,2,1
castor,2015-07-09T12:51:18.243Z,1485.0,expert,0,1,2,1
Emanuel Sena,2015-04-28T01:32:19.64Z,1483.0,expert,1,0,2,1
Dithyrambe,2015-01-19T08:35:56.117Z,1482.0,expert,3,0,4,1
Vogel,2015-07-20T03:49:06.55Z,1482.0,expert,1,0,2,1
Omar Saleem,2015-04-09T05:36:19.833Z,1481.0,expert,1,0,2,1
Graseck,2016-09-18T07:10:26.243Z,1481.0,expert,1,0,2,1
Glencairn ,2015-08-12T11:29:32.627Z,1480.0,expert,1,0,2,1
Frans Slothouber,2012-06-15T17:06:54.087Z,1479.0,expert,4,0,6,2
Feng,2014-01-08T05:31:14.083Z,1478.0,master,5,1,6,0
ajerome,2012-02-10T07:45:56.75Z,1477.0,expert,1,0,3,2
Juan Galán,2012-05-07T10:56:44.223Z,1477.0,expert,1,0,3,2
Robin Tibor Schirrmeister,2014-02-21T20:32:48.76Z,1476.0,expert,1,0,2,1
Jiangfeng Xiong,2016-11-15T11:26:04.76Z,1476.0,expert,2,0,2,0
iammt,2015-09-30T05:29:44.543Z,1475.0,expert,2,0,2,0
Dominic Breuker,2014-01-27T15:29:55.55Z,1473.0,expert,2,0,2,0
wilam,2015-12-20T22:48:39.263Z,1473.0,expert,0,0,2,2
Shea Parkes,2011-05-07T20:05:37.33Z,1471.0,master,1,6,12,5
Alec Radford,2013-02-19T15:58:26.053Z,1471.0,master,4,1,9,4
hmorimori,2014-09-17T05:13:59.483Z,1471.0,expert,1,0,2,1
brainsignals,2013-05-05T21:36:54.083Z,1467.0,master,0,1,3,2
Daniel Yang,2015-09-29T15:04:16.61Z,1467.0,expert,2,0,2,0
Ayumu Eto,2015-02-15T13:31:17.493Z,1465.0,expert,1,0,3,2
Vikas Agrawal,2012-12-19T04:26:28.563Z,1463.0,expert,1,0,2,1
Nick Stupich,2010-11-24T01:44:57Z,1462.0,expert,1,0,4,3
Adam Szałucha,2012-10-19T20:12:31.767Z,1458.0,expert,3,0,3,0
Ori Kron,2014-09-20T15:29:41.377Z,1458.0,expert,3,0,4,1
Joel,2014-12-19T13:02:02.94Z,1458.0,expert,1,0,2,1
Alexander Kuzmenko,2013-11-26T15:32:41.587Z,1456.0,expert,1,0,2,1
harry xu,2015-03-23T02:25:52.31Z,1456.0,expert,2,0,2,0
GLR,2013-10-05T21:52:14.513Z,1449.0,expert,1,0,2,1
Matthew Sharpe,2013-06-20T19:26:25.99Z,1448.0,expert,2,0,3,1
Pascal Pons,2011-01-27T22:06:04Z,1447.0,expert,0,0,2,2
Paliking,2016-01-05T17:24:50.963Z,1444.0,expert,1,0,2,1
sunil,2011-11-08T16:43:23.873Z,1443.0,expert,5,0,6,1
LKay,2014-04-11T14:45:29.643Z,1443.0,expert,1,0,2,1
dmi3kno,2015-07-23T21:34:02.577Z,1441.0,expert,1,0,2,1
Marcin Pionnier,2010-09-12T17:25:55Z,1440.0,master,2,3,8,3
Travis Erdman,2011-07-21T20:02:23.89Z,1439.0,master,3,1,9,5
xentropist,2017-03-10T08:12:34.02Z,1439.0,expert,1,0,2,1
Yi Zhang,2014-05-19T15:01:52.107Z,1435.0,expert,1,0,3,2
eV92,2015-01-16T13:08:47.503Z,1435.0,expert,1,0,3,2
Vincent.Y,2015-03-27T03:07:31.993Z,1434.0,expert,1,0,4,3
sklef,2012-10-09T09:12:41.447Z,1432.0,expert,2,0,2,0
AKD,2015-07-27T10:30:05.17Z,1432.0,expert,2,0,2,0
Alfiya Ismagilova,2014-02-14T00:22:03.99Z,1431.0,expert,1,0,2,1
Gal Eyal,2015-07-15T11:32:11.54Z,1431.0,expert,0,1,2,1
Alex Bloom,2012-04-11T09:30:50.173Z,1429.0,expert,2,0,2,0
Mary Vikhreva,2014-08-08T21:16:09.497Z,1426.0,expert,1,0,4,3
zklrn,2016-11-22T15:51:08.947Z,1424.0,expert,1,0,2,1
Mike S. Jensen,2015-12-10T15:42:36.227Z,1423.0,expert,1,0,2,1
Suvrat Hiran,2013-09-06T19:12:24.93Z,1421.0,expert,1,1,2,0
dengqi,2017-08-30T20:51:42.023Z,1420.0,expert,2,0,2,0
DaZhuWei,2017-10-21T14:02:45.663Z,1420.0,expert,1,0,2,1
Dee5,2012-12-09T17:47:58.493Z,1418.0,expert,3,1,5,1
Patanjali,2014-02-19T07:28:32.843Z,1416.0,expert,2,0,6,4
tlorieul,2014-10-26T17:47:04.503Z,1414.0,expert,1,0,2,1
Andres,2013-06-01T14:46:34.257Z,1413.0,expert,3,0,3,0
Ravi Annaswamy,2010-10-04T16:34:19Z,1411.0,expert,2,0,2,0
Prarthana Bhat,2014-04-08T05:17:56.17Z,1410.0,expert,0,0,2,2
Anton Bakhtin,2013-03-30T16:23:11.44Z,1406.0,master,0,1,3,2
Amir Foroushani,2012-12-07T14:01:28.313Z,1370.0,expert,5,0,6,1
Ivan Potapov,2015-02-02T19:32:48.413Z,1370.0,expert,2,0,2,0
Antonio Uva,2012-09-02T08:32:08.687Z,1367.0,expert,1,0,2,1
Alexander Rass,2016-07-08T14:36:51.82Z,1367.0,expert,2,0,2,0
kendatsuba,2013-04-17T20:15:04.923Z,1366.0,expert,0,0,2,2
avijka,2013-03-24T06:26:41.6Z,1363.0,expert,1,0,2,1
Jamaisvu,2014-01-24T22:04:02.99Z,1363.0,expert,0,1,2,1
IkerS,2015-07-08T15:20:32.09Z,1363.0,expert,2,0,3,1
Faraz Ramtin,2016-08-02T17:17:48.737Z,1363.0,expert,1,0,2,1
Ed53,2014-01-13T22:56:57.717Z,1362.0,expert,1,0,2,1
Bataev Evgeny,2016-04-28T07:48:29.92Z,1361.0,expert,1,0,2,1
ohanegby,2011-11-12T21:33:01.39Z,1360.0,expert,1,0,2,1
Emil Skultety,2012-11-14T12:31:31.607Z,1360.0,master,2,1,3,0
nimo,2012-11-22T08:17:16.287Z,1360.0,master,2,1,3,0
littlekid,2014-08-18T08:32:28.703Z,1360.0,expert,1,0,2,1
liviu,2015-12-21T06:07:40.107Z,1358.0,expert,2,0,2,0
hrenovookrussian,2013-01-11T08:27:59.377Z,1357.0,expert,2,0,2,0
Patrick Racsa,2011-09-26T17:29:00.287Z,1355.0,expert,3,0,4,1
soapmao,2015-04-20T09:39:12.207Z,1349.0,expert,2,0,2,0
Arbiter,2014-02-26T14:36:29.027Z,1348.0,expert,1,0,2,1
sobrosen,2014-03-10T13:09:12.307Z,1345.0,expert,4,0,5,1
romazu,2014-06-08T03:06:56.643Z,1344.0,expert,2,0,2,0
Jacques Kvam,2010-12-04T05:26:21Z,1343.0,master,2,1,4,1
Matt Kierans,2015-11-28T21:13:56.747Z,1343.0,expert,2,0,3,1
Gyat,2017-04-25T13:50:03.42Z,1343.0,expert,1,0,2,1
AndrewD,2015-09-14T15:13:52.933Z,1342.0,expert,1,0,2,1
menaka,2015-10-07T17:58:44.067Z,1341.0,expert,3,0,3,0
ShivaRajendran,2015-05-25T08:13:21.447Z,1336.0,expert,2,0,2,0
Yaofei Xiong,2014-07-28T11:52:24.863Z,1335.0,expert,3,0,3,0
bluebalam,2012-03-09T10:08:06.147Z,1334.0,expert,1,2,3,0
MartijnNanne,2016-02-17T14:53:53.107Z,1333.0,expert,0,0,2,2
Tibees,2014-08-08T13:27:20.047Z,1330.0,expert,2,0,4,2
tund,2012-04-27T00:58:07.08Z,1328.0,master,0,1,3,2
ירמיהו לויטס,2012-11-10T17:41:07.37Z,1326.0,expert,2,0,2,0
aokh89,2015-01-27T13:45:42.137Z,1326.0,expert,1,0,2,1
David Buchaca,2012-09-10T23:42:30.753Z,1324.0,expert,1,0,2,1
Barbara Matthias,2014-05-15T14:36:51.887Z,1322.0,expert,0,0,2,2
Raymond Ellis,2015-05-04T06:02:22.507Z,1322.0,expert,1,0,2,1
Johay,2015-04-24T13:20:04.013Z,1321.0,expert,1,0,2,1
Yuyu Zhang,2013-06-05T02:21:20.603Z,1319.0,master,1,2,3,0
Martin J. Geiger,2012-12-21T10:33:46.53Z,1318.0,expert,0,0,2,2
Gabriele Seppi,2013-01-20T09:46:32.363Z,1318.0,expert,1,1,2,0
Arcane27,2015-08-04T10:56:41.14Z,1318.0,expert,1,0,2,1
Tracknut,2015-12-04T21:09:41.843Z,1318.0,expert,2,0,3,1
Yun G,2013-01-07T01:15:38.67Z,1315.0,expert,0,0,3,3
Jan Vanek,2013-03-20T11:38:55.023Z,1310.0,master,0,1,3,2
ord,2015-07-06T21:35:19.21Z,1306.0,expert,2,0,2,0
Ronaldosen,2012-02-22T19:02:01.07Z,1302.0,master,0,1,5,4
Adil Omari,2012-09-04T15:50:06.433Z,1302.0,expert,5,0,8,3
Ilya Kostrikov,2013-03-29T02:13:42.337Z,1302.0,master,0,1,2,1
RabbitAndHorse,2013-10-01T02:33:55.157Z,1302.0,master,3,1,4,0
masami,2015-08-13T19:46:33.677Z,1302.0,expert,0,0,2,2
Juan Pardo,2014-03-04T10:41:40.273Z,1301.0,expert,0,1,2,1
Francisco Javier Muñoz Almaraz,2014-09-06T08:50:03.813Z,1301.0,expert,0,1,2,1
gcvictorgc,2016-08-02T22:22:47.59Z,1301.0,expert,1,0,2,1
AumkarLele,2016-10-02T09:23:11.07Z,1301.0,expert,1,0,2,1
Diofant,2012-12-17T09:22:39.403Z,1300.0,expert,1,0,2,1
drala,2011-11-19T03:50:24.197Z,1297.0,expert,1,0,2,1
Brandon Kam,2013-11-22T02:23:17.4Z,1297.0,master,1,1,4,2
Jun Baba,2015-02-09T13:42:07.923Z,1297.0,expert,1,0,2,1
jkbschwarz,2014-01-13T14:05:29.063Z,1296.0,expert,3,0,5,2
Albert,2010-06-29T01:35:22Z,1295.0,master,1,1,2,0
Jeremy Castle,2014-01-31T17:47:34.777Z,1295.0,expert,2,0,3,1
Manuel Lopez,2013-12-19T09:46:00.05Z,1294.0,expert,1,1,2,0
Simeng,2014-04-04T16:24:02.79Z,1292.0,expert,2,0,4,2
Nitin,2016-05-18T05:15:29.99Z,1290.0,expert,2,0,2,0
Marat,2011-05-23T20:00:35.903Z,1289.0,master,3,1,6,2
Yosuke Abe,2014-08-02T19:15:22.523Z,1289.0,expert,1,0,2,1
Subbu,2014-12-31T07:35:52.563Z,1289.0,expert,1,0,2,1
Sachin Vernekar,2014-06-07T11:11:40.973Z,1287.0,expert,2,0,3,1
Alec Stephenson,2010-09-01T06:36:07Z,1286.0,master,3,4,10,3
Benoit Plante,2012-01-22T13:46:58.343Z,1286.0,master,3,2,7,2
Jean-François Veillette,2013-06-08T21:00:04.21Z,1286.0,expert,2,0,5,3
jontix,2011-04-05T15:25:21.407Z,1285.0,grandmaster,1,6,8,1
BigPlanet,2012-11-12T01:32:16.133Z,1284.0,master,0,1,4,3
A J,2016-11-10T14:37:10.46Z,1284.0,expert,1,0,2,1
Christopher Beckham,2013-12-15T03:00:07.427Z,1283.0,expert,1,1,2,0
SachinTyagi,2015-11-09T19:07:58.953Z,1282.0,expert,0,0,2,2
Alex,2016-12-19T17:44:04.803Z,1282.0,expert,0,0,2,2
Daniele Maccari,2017-02-02T10:22:43.387Z,1282.0,expert,0,0,2,2
Roeland,2017-02-16T11:28:11.503Z,1282.0,expert,0,0,2,2
JelleP,2017-02-23T14:58:23.927Z,1282.0,expert,0,0,2,2
leotac,2012-08-08T02:00:11.677Z,1281.0,expert,0,0,3,3
A Just Machine,2014-10-14T00:40:36.247Z,1281.0,expert,2,0,2,0
gregl,2013-11-27T19:14:38.727Z,1280.0,master,1,1,2,0
Unsupervised,2012-10-25T22:06:23.07Z,1279.0,master,0,1,4,3
Tatsuyoshi Noma,2015-07-24T03:33:14.843Z,1279.0,expert,1,0,2,1
Evaristo Saa,2016-04-04T09:52:20.143Z,1279.0,expert,2,0,2,0
Denlu994,2012-12-09T23:18:52.18Z,1278.0,expert,1,0,2,1
Evgeny Bazarov,2015-03-27T16:04:28.68Z,1277.0,expert,1,0,2,1
jgans,2013-07-16T20:10:39.99Z,1269.0,expert,0,1,2,1
supernova,2015-01-19T02:33:34.117Z,1266.0,expert,0,0,3,3
Ling Yit,2015-07-19T06:24:09.957Z,1266.0,expert,3,0,3,0
冰冻杰克,2017-03-02T07:47:19.607Z,1266.0,expert,2,0,2,0
Nikita Shapovalov,2013-09-12T16:26:47.313Z,1265.0,expert,3,0,3,0
keithing,2013-10-18T02:47:36.523Z,1265.0,expert,4,0,6,2
brau1589,2015-07-30T10:27:20.507Z,1265.0,expert,1,1,2,0
felix fernandez,2014-09-16T11:03:58.273Z,1264.0,expert,2,0,2,0
Silvio Moreto,2015-07-08T15:49:23.077Z,1262.0,expert,1,0,2,1
luckyzhou,2017-01-11T12:08:45.213Z,1262.0,expert,2,0,2,0
senen botello,2016-08-14T18:26:44.027Z,1260.0,expert,2,0,2,0
Yehoshaphat Schellekens,2016-11-01T05:07:49.723Z,1259.0,expert,2,0,2,0
MichaelCai311,2014-06-19T14:24:24.607Z,1252.0,expert,0,0,4,4
gnefuil,2012-02-24T14:34:23.93Z,1251.0,expert,1,0,2,1
Andrey Kolev,2012-08-06T16:23:48.243Z,1251.0,master,3,1,7,3
Alson Yap,2017-03-05T01:19:02.363Z,1249.0,expert,1,0,2,1
Luffy,2014-01-21T03:48:03.323Z,1247.0,expert,1,0,2,1
Grigory Dymov,2014-04-08T17:40:56.75Z,1247.0,expert,1,0,2,1
Tim Kreienkamp,2013-12-03T21:09:57.243Z,1242.0,expert,2,0,2,0
kubqr1,2011-11-11T07:27:29.257Z,1237.0,expert,2,0,2,0
ronroc,2015-03-14T05:16:14.867Z,1236.0,expert,2,0,3,1
Amy Heinrich,2013-11-22T00:21:22.183Z,1235.0,expert,2,0,2,0
Yevhen Semanyuk,2017-02-06T06:45:49.077Z,1235.0,expert,2,0,2,0
shahrdar,2010-08-30T12:19:41Z,1234.0,expert,2,0,3,1
Vsevolod,2015-09-29T18:51:40.673Z,1234.0,expert,2,0,2,0
Cyril Vincler,2013-11-27T13:56:01.18Z,1233.0,expert,1,0,3,2
Richard Hunt,2012-06-22T00:12:45.663Z,1231.0,expert,3,0,3,0
Dawid Kamrowski,2016-06-11T16:07:41.3Z,1230.0,expert,2,0,2,0
sihao di,2017-05-14T15:22:03.99Z,1230.0,expert,2,0,3,1
Kai Zhang,2017-09-03T19:42:17.303Z,1230.0,expert,2,0,3,1
Maxim,2010-09-13T14:58:30Z,1227.0,master,1,1,4,2
HuangxinWang,2015-04-14T15:39:31.62Z,1227.0,expert,1,0,2,1
Andy Shkabko,2016-07-08T16:38:42.783Z,1227.0,expert,2,0,2,0
Wojciech Czarnecki,2011-11-11T20:33:59.637Z,1226.0,master,1,2,3,0
Gus123,2012-11-15T22:57:15.69Z,1226.0,expert,3,0,4,1
Trial and Error,2014-06-07T15:18:42.54Z,1226.0,expert,2,0,3,1
Abhishek Jindal,2014-08-27T09:30:00.017Z,1226.0,expert,0,0,2,2
Pallavi,2014-08-19T10:10:10.857Z,1225.0,expert,1,0,2,1
TecS,2012-09-01T14:02:21.367Z,1224.0,expert,3,0,3,0
François Leblanc,2015-07-17T14:09:19.947Z,1224.0,expert,1,0,2,1
Axel Lagré,2015-08-10T12:11:35.36Z,1221.0,expert,1,0,2,1
Dan Stahlke,2013-10-04T22:10:35.263Z,1209.0,expert,0,1,2,1
puneetjain,2015-08-09T17:41:23.997Z,1209.0,expert,1,0,2,1
stevenwudi,2011-09-16T16:33:40.707Z,1208.0,expert,2,0,4,2
PH,2014-06-03T08:09:43.04Z,1208.0,expert,2,0,2,0
Winston,2016-12-23T11:26:19.83Z,1207.0,expert,2,0,2,0
Christian Stade-Schuldt,2010-09-16T08:34:58Z,1206.0,expert,5,0,5,0
zhouhao,2015-04-18T16:44:30.087Z,1206.0,expert,2,0,3,1
Yanir Seroussi,2010-12-07T13:37:51Z,1205.0,master,0,4,4,0
Carlos S,2010-04-15T07:34:30Z,1203.0,expert,1,0,2,1
